zone_id,date,traffic_congestion
Z097,2025-02-15,H
Z097,2025-02-16,M
Z097,2025-02-17,L
Z097,2025-02-18,L
Z097,2025-02-19,M
Z097,2025-02-20,H
Z097,2025-02-21,L
Z097,2025-02-22,M
Z097,2025-02-23,L
Z097,2025-02-24,H
Z097,2025-02-25,L
Z097,2025-02-26,M
Z097,2025-02-27,M
Z097,2025-02-28,L
Z097,2025-03-01,
Z097,2025-03-02,M
Z097,2025-03-03,H
Z097,2025-03-04,H
Z097,2025-03-05,H
Z097,2025-03-06,L
Z097,2025-03-07,
Z097,2025-03-08,L
Z097,2025-03-09,L
Z097,2025-03-10,M
Z097,2025-03-11,M
Z097,2025-03-12,L
Z097,2025-03-13,
Z097,2025-03-14,L
Z097,2025-03-15,M
Z097,2025-03-16,
Z097,2025-03-17,M
Z097,2025-03-18,L
Z097,2025-03-19,L
Z097,2025-03-20,M
Z097,2025-03-21,M
Z097,2025-03-22,L
Z097,2025-03-23,
Z097,2025-03-24,L
Z097,2025-03-25,L
Z097,2025-03-26,L
Z097,2025-03-27,L
Z097,2025-03-28,H
Z097,2025-03-29,M
Z097,2025-03-30,L
Z097,2025-03-31,M
Z098,2025-01-01,
Z098,2025-01-02,M
Z098,2025-01-03,L
Z098,2025-01-04,L
Z098,2025-01-05,L
Z098,2025-01-06,L
Z098,2025-01-07,
Z098,2025-01-08,H
Z098,2025-01-09,H
Z098,2025-01-10,
Z098,2025-01-11,H
Z098,2025-01-12,H
Z098,2025-01-13,M
Z098,2025-01-14,M
Z098,2025-01-15,M
Z098,2025-01-16,M
Z098,2025-01-17,
Z098,2025-01-18,H
Z098,2025-01-19,H
Z098,2025-01-20,H
Z098,2025-01-21,L
Z098,2025-01-22,M
Z098,2025-01-23,L
Z098,2025-01-24,L
Z098,2025-01-25,M
Z098,2025-01-26,M
Z098,2025-01-27,M
Z098,2025-01-28,H
Z098,2025-01-29,H
Z098,2025-01-30,
Z098,2025-01-31,
Z098,2025-02-01,M
Z098,2025-02-02,L
Z098,2025-02-03,L
Z098,2025-02-04,M
Z098,2025-02-05,M
Z098,2025-02-06,L
Z098,2025-02-07,H
Z098,2025-02-08,L
Z098,2025-02-09,L
Z098,2025-02-10,M
Z098,2025-02-11,M
Z098,2025-02-12,L
Z098,2025-02-13,H
Z098,2025-02-14,H
Z098,2025-02-15,L
Z098,2025-02-16,L
Z098,2025-02-17,M
Z098,2025-02-18,L
Z098,2025-02-19,H
Z098,2025-02-20,M
Z098,2025-02-21,M
Z098,2025-02-22,M
Z098,2025-02-23,L
Z098,2025-02-24,M
Z098,2025-02-25,H
Z098,2025-02-26,M
Z098,2025-02-27,H
Z098,2025-02-28,H
Z098,2025-03-01,L
Z098,2025-03-02,M
Z098,2025-03-03,L
Z098,2025-03-04,M
Z098,2025-03-05,M
Z098,2025-03-06,M
Z098,2025-03-07,
Z098,2025-03-08,H
Z098,2025-03-09,
Z098,2025-03-10,M
Z098,2025-03-11,M
Z098,2025-03-12,
Z098,2025-03-13,L
Z098,2025-03-14,L
Z098,2025-03-15,L
Z098,2025-03-16,L
Z098,2025-03-17,M
Z098,2025-03-18,
Z098,2025-03-19,
Z098,2025-03-20,H
Z098,2025-03-21,M
Z098,2025-03-22,H
Z098,2025-03-23,H
Z098,2025-03-24,M
Z098,2025-03-25,M
Z098,2025-03-26,L
Z098,2025-03-27,L
Z098,2025-03-28,L
Z098,2025-03-29,L
Z098,2025-03-30,M
Z098,2025-03-31,M
Z099,2025-01-01,L
Z099,2025-01-02,L
Z099,2025-01-03,H
Z099,2025-01-04,H
Z099,2025-01-05,M
Z099,2025-01-06,H
Z099,2025-01-07,M
Z099,2025-01-08,L
Z099,2025-01-09,M
Z099,2025-01-10,M
Z099,2025-01-11,H
Z099,2025-01-12,H
Z099,2025-01-13,L
Z099,2025-01-14,H
Z099,2025-01-15,L
Z099,2025-01-16,L
Z099,2025-01-17,L
Z099,2025-01-18,H
Z099,2025-01-19,
Z099,2025-01-20,
Z099,2025-01-21,L
Z099,2025-01-22,L
Z099,2025-01-23,M
Z099,2025-01-24,M
Z099,2025-01-25,H
Z099,2025-01-26,H
Z099,2025-01-27,M
Z099,2025-01-28,H
Z099,2025-01-29,L
Z099,2025-01-30,H
Z099,2025-01-31,L
Z099,2025-02-01,L
Z099,2025-02-02,H
Z099,2025-02-03,H
Z099,2025-02-04,M
Z099,2025-02-05,M
Z099,2025-02-06,L
Z099,2025-02-07,H
Z099,2025-02-08,M
Z099,2025-02-09,L
Z099,2025-02-10,L
Z099,2025-02-11,M
Z099,2025-02-12,L
Z099,2025-02-13,L
Z099,2025-02-14,L
Z099,2025-02-15,L
Z099,2025-02-16,M
Z099,2025-02-17,M
Z099,2025-02-18,M
Z099,2025-02-19,M
Z099,2025-02-20,L
Z099,2025-02-21,M
Z099,2025-02-22,M
Z099,2025-02-23,M
Z099,2025-02-24,H
Z099,2025-02-25,
Z099,2025-02-26,M
Z099,2025-02-27,L
Z099,2025-02-28,L
Z099,2025-03-01,M
Z099,2025-03-02,M
Z099,2025-03-03,L
Z099,2025-03-04,H
Z099,2025-03-05,L
Z099,2025-03-06,M
Z099,2025-03-07,M
Z099,2025-03-08,H
Z099,2025-03-09,L
Z099,2025-03-10,L
Z099,2025-03-11,M
Z099,2025-03-12,L
Z099,2025-03-13,H
Z099,2025-03-14,L
Z099,2025-03-15,L
Z099,2025-03-16,L
Z099,2025-03-17,L
Z099,2025-03-18,H
Z099,2025-03-19,L
Z099,2025-03-20,L
Z099,2025-03-21,M
Z099,2025-03-22,
Z099,2025-03-23,H
Z099,2025-03-24,H
Z099,2025-03-25,M
Z099,2025-03-26,M
Z099,2025-03-27,H
Z099,2025-03-28,H
Z099,2025-03-29,
Z099,2025-03-30,
Z099,2025-03-31,H
Z100,2025-01-01,M
Z100,2025-01-02,H
Z100,2025-01-03,M
Z100,2025-01-04,M
Z100,2025-01-05,
Z100,2025-01-06,M
Z100,2025-01-07,M
Z100,2025-01-08,
Z100,2025-01-09,M
Z100,2025-01-10,L
Z100,2025-01-11,M
Z100,2025-01-12,L
Z100,2025-01-13,L
Z100,2025-01-14,H
Z100,2025-01-15,L
Z100,2025-01-16,M
Z100,2025-01-17,H
Z100,2025-01-18,L
Z100,2025-01-19,L
Z100,2025-01-20,L
Z100,2025-01-21,M
Z100,2025-01-22,H
Z100,2025-01-23,M
Z100,2025-01-24,M
Z100,2025-01-25,M
Z100,2025-01-26,H
Z100,2025-01-27,M
Z100,2025-01-28,L
Z100,2025-01-29,L
Z100,2025-01-30,M
Z100,2025-01-31,M
Z100,2025-02-01,L
Z100,2025-02-02,L
Z100,2025-02-03,L
Z100,2025-02-04,L
Z100,2025-02-05,L
Z100,2025-02-06,M
Z100,2025-02-07,H
Z100,2025-02-08,M
Z100,2025-02-09,L
Z100,2025-02-10,L
Z100,2025-02-11,L
Z100,2025-02-12,M
Z100,2025-02-13,
Z100,2025-02-14,M
Z100,2025-02-15,L
Z100,2025-02-16,H
Z100,2025-02-17,L
Z100,2025-02-18,
Z100,2025-02-19,M
Z100,2025-02-20,L
Z100,2025-02-21,M
Z100,2025-02-22,L
Z100,2025-02-23,L
Z100,2025-02-24,M
Z100,2025-02-25,M
Z100,2025-02-26,L
Z100,2025-02-27,H
Z100,2025-02-28,L
Z100,2025-03-01,L
Z100,2025-03-02,L
Z100,2025-03-03,
Z100,2025-03-04,M
Z100,2025-03-05,M
Z100,2025-03-06,H
Z100,2025-03-07,H
Z100,2025-03-08,H
Z100,2025-03-09,H
Z100,2025-03-10,M
Z100,2025-03-11,L
Z100,2025-03-12,L
Z100,2025-03-13,M
Z100,2025-03-14,H
Z100,2025-03-15,H
Z100,2025-03-16,H
Z100,2025-03-17,M
Z100,2025-03-18,L
Z100,2025-03-19,L
Z100,2025-03-20,H
Z100,2025-03-21,H
Z100,2025-03-22,M
Z100,2025-03-23,L
Z100,2025-03-24,
Z100,2025-03-25,M
Z100,2025-03-26,
Z100,2025-03-27,M
Z100,2025-03-28,H
Z100,2025-03-29,L
Z100,2025-03-30,L
Z100,2025-03-31,M
Z101,2025-01-01,L
Z101,2025-01-02,M
Z101,2025-01-03,L
Z101,2025-01-04,L
Z101,2025-01-05,L
Z101,2025-01-06,
Z101,2025-01-07,L
Z101,2025-01-08,H
Z101,2025-01-09,H
Z101,2025-01-10,M
Z101,2025-01-11,M
Z101,2025-01-12,L
Z101,2025-01-13,
Z101,2025-01-14,H
Z101,2025-01-15,H
Z101,2025-01-16,L
Z101,2025-01-17,L
Z101,2025-01-18,M
Z101,2025-01-19,H
Z101,2025-01-20,M
Z101,2025-01-21,M
Z101,2025-01-22,L
Z101,2025-01-23,
Z101,2025-01-24,M
Z101,2025-01-25,L
Z101,2025-01-26,M
Z101,2025-01-27,L
Z101,2025-01-28,M
Z101,2025-01-29,L
Z101,2025-01-30,H
Z101,2025-01-31,M
Z101,2025-02-01,L
Z101,2025-02-02,M
Z101,2025-02-03,M
Z101,2025-02-04,M
Z101,2025-02-05,H
Z101,2025-02-06,L
Z101,2025-02-07,H
Z101,2025-02-08,
Z101,2025-02-09,L
Z101,2025-02-10,M
Z101,2025-02-11,H
Z101,2025-02-12,M
Z101,2025-02-13,M
Z101,2025-02-14,L
Z101,2025-02-15,L
Z101,2025-02-16,M
Z101,2025-02-17,H
Z101,2025-02-18,H
Z101,2025-02-19,M
Z101,2025-02-20,L
Z101,2025-02-21,H
Z101,2025-02-22,M
Z101,2025-02-23,L
Z101,2025-02-24,L
Z101,2025-02-25,L
Z101,2025-02-26,M
Z101,2025-02-27,L
Z101,2025-02-28,L
Z101,2025-03-01,L
Z101,2025-03-02,M
Z101,2025-03-03,L
Z101,2025-03-04,H
Z101,2025-03-05,H
Z101,2025-03-06,L
Z101,2025-03-07,H
Z101,2025-03-08,M
Z101,2025-03-09,M
Z101,2025-03-10,L
Z101,2025-03-11,L
Z101,2025-03-12,H
Z101,2025-03-13,H
Z101,2025-03-14,H
Z101,2025-03-15,M
Z101,2025-03-16,M
Z101,2025-03-17,M
Z101,2025-03-18,
Z101,2025-03-19,L
Z101,2025-03-20,M
Z101,2025-03-21,H
Z101,2025-03-22,H
Z101,2025-03-23,H
Z101,2025-03-24,L
Z101,2025-03-25,M
Z101,2025-03-26,H
Z101,2025-03-27,
Z101,2025-03-28,L
Z101,2025-03-29,H
Z101,2025-03-30,H
Z101,2025-03-31,L
Z102,2025-01-01,L
Z102,2025-01-02,H
Z102,2025-01-03,L
Z102,2025-01-04,M
Z102,2025-01-05,H
Z102,2025-01-06,M
Z102,2025-01-07,H
Z102,2025-01-08,M
Z102,2025-01-09,H
Z102,2025-01-10,L
Z102,2025-01-11,L
Z102,2025-01-12,L
Z102,2025-01-13,M
Z102,2025-01-14,L
Z102,2025-01-15,L
Z102,2025-01-16,L
Z102,2025-01-17,L
Z102,2025-01-18,L
Z102,2025-01-19,M
Z102,2025-01-20,M
Z102,2025-01-21,M
Z102,2025-01-22,M
Z102,2025-01-23,M
Z102,2025-01-24,H
Z102,2025-01-25,H
Z102,2025-01-26,L
Z102,2025-01-27,L
Z102,2025-01-28,L
Z102,2025-01-29,M
Z102,2025-01-30,L
Z102,2025-01-31,M
Z102,2025-02-01,M
Z102,2025-02-02,L
Z102,2025-02-03,L
Z102,2025-02-04,M
Z102,2025-02-05,M
Z102,2025-02-06,L
Z102,2025-02-07,M
Z102,2025-02-08,L
Z102,2025-02-09,M
Z102,2025-02-10,L
Z102,2025-02-11,L
Z102,2025-02-12,L
Z102,2025-02-13,H
Z102,2025-02-14,H
Z102,2025-02-15,H
Z102,2025-02-16,M
Z102,2025-02-17,L
Z102,2025-02-18,M
Z102,2025-02-19,M
Z102,2025-02-20,H
Z102,2025-02-21,L
Z102,2025-02-22,L
Z102,2025-02-23,
Z102,2025-02-24,M
Z102,2025-02-25,H
Z102,2025-02-26,M
Z102,2025-02-27,H
Z102,2025-02-28,L
Z102,2025-03-01,M
Z102,2025-03-02,M
Z102,2025-03-03,L
Z102,2025-03-04,M
Z102,2025-03-05,M
Z102,2025-03-06,H
Z102,2025-03-07,M
Z102,2025-03-08,M
Z102,2025-03-09,
Z102,2025-03-10,
Z102,2025-03-11,M
Z102,2025-03-12,
Z102,2025-03-13,M
Z102,2025-03-14,H
Z102,2025-03-15,L
Z102,2025-03-16,M
Z102,2025-03-17,M
Z102,2025-03-18,L
Z102,2025-03-19,L
Z102,2025-03-20,L
Z102,2025-03-21,L
Z102,2025-03-22,M
Z102,2025-03-23,M
Z102,2025-03-24,M
Z102,2025-03-25,L
Z102,2025-03-26,H
Z102,2025-03-27,L
Z102,2025-03-28,M
Z102,2025-03-29,H
Z102,2025-03-30,L
Z102,2025-03-31,L
Z103,2025-01-01,M
Z103,2025-01-02,H
Z103,2025-01-03,L
Z103,2025-01-04,L
Z103,2025-01-05,L
Z103,2025-01-06,M
Z103,2025-01-07,L
Z103,2025-01-08,M
Z103,2025-01-09,M
Z103,2025-01-10,M
Z103,2025-01-11,
Z103,2025-01-12,L
Z103,2025-01-13,H
Z103,2025-01-14,M
Z103,2025-01-15,H
Z103,2025-01-16,
Z103,2025-01-17,L
Z103,2025-01-18,L
Z103,2025-01-19,H
Z103,2025-01-20,L
Z103,2025-01-21,L
Z103,2025-01-22,M
Z103,2025-01-23,H
Z103,2025-01-24,M
Z103,2025-01-25,L
Z103,2025-01-26,M
Z103,2025-01-27,H
Z103,2025-01-28,M
Z103,2025-01-29,L
Z103,2025-01-30,
Z103,2025-01-31,M
Z103,2025-02-01,L
Z103,2025-02-02,H
Z103,2025-02-03,L
Z103,2025-02-04,L
Z103,2025-02-05,L
Z103,2025-02-06,M
Z103,2025-02-07,M
Z103,2025-02-08,M
Z103,2025-02-09,M
Z103,2025-02-10,H
Z103,2025-02-11,L
Z103,2025-02-12,M
Z103,2025-02-13,L
Z103,2025-02-14,L
Z103,2025-02-15,H
Z103,2025-02-16,L
Z103,2025-02-17,M
Z103,2025-02-18,L
Z103,2025-02-19,L
Z103,2025-02-20,L
Z103,2025-02-21,H
Z103,2025-02-22,L
Z103,2025-02-23,H
Z103,2025-02-24,L
Z103,2025-02-25,L
Z103,2025-02-26,L
Z103,2025-02-27,L
Z103,2025-02-28,
Z103,2025-03-01,L
Z103,2025-03-02,M
Z103,2025-03-03,M
Z103,2025-03-04,M
Z103,2025-03-05,H
Z103,2025-03-06,H
Z103,2025-03-07,
Z103,2025-03-08,H
Z103,2025-03-09,M
Z103,2025-03-10,H
Z103,2025-03-11,L
Z103,2025-03-12,M
Z103,2025-03-13,M
Z103,2025-03-14,L
Z103,2025-03-15,L
Z103,2025-03-16,H
Z103,2025-03-17,M
Z103,2025-03-18,H
Z103,2025-03-19,M
Z103,2025-03-20,M
Z103,2025-03-21,M
Z103,2025-03-22,
Z103,2025-03-23,M
Z103,2025-03-24,L
Z103,2025-03-25,M
Z103,2025-03-26,H
Z103,2025-03-27,L
Z103,2025-03-28,L
Z103,2025-03-29,L
Z103,2025-03-30,
Z103,2025-03-31,M
Z104,2025-01-01,L
Z104,2025-01-02,M
Z104,2025-01-03,H
Z104,2025-01-04,M
Z104,2025-01-05,L
Z104,2025-01-06,M
Z104,2025-01-07,L
Z104,2025-01-08,L
Z104,2025-01-09,H
Z104,2025-01-10,M
Z104,2025-01-11,L
Z104,2025-01-12,
Z104,2025-01-13,L
Z104,2025-01-14,H
Z104,2025-01-15,M
Z104,2025-01-16,L
Z104,2025-01-17,H
Z104,2025-01-18,H
Z104,2025-01-19,M
Z104,2025-01-20,L
Z104,2025-01-21,L
Z104,2025-01-22,M
Z104,2025-01-23,
Z104,2025-01-24,L
Z104,2025-01-25,H
Z104,2025-01-26,M
Z104,2025-01-27,L
Z104,2025-01-28,M
Z104,2025-01-29,H
Z104,2025-01-30,H
Z104,2025-01-31,L
Z104,2025-02-01,H
Z104,2025-02-02,L
Z104,2025-02-03,H
Z104,2025-02-04,L
Z104,2025-02-05,L
Z104,2025-02-06,H
Z104,2025-02-07,M
Z104,2025-02-08,M
Z104,2025-02-09,M
Z104,2025-02-10,M
Z104,2025-02-11,
Z104,2025-02-12,M
Z104,2025-02-13,H
Z104,2025-02-14,L
Z104,2025-02-15,H
Z104,2025-02-16,M
Z104,2025-02-17,L
Z104,2025-02-18,M
Z104,2025-02-19,L
Z104,2025-02-20,
Z104,2025-02-21,H
Z104,2025-02-22,M
Z104,2025-02-23,H
Z104,2025-02-24,L
Z104,2025-02-25,M
Z104,2025-02-26,M
Z104,2025-02-27,L
Z104,2025-02-28,L
Z104,2025-03-01,H
Z104,2025-03-02,M
Z104,2025-03-03,H
Z104,2025-03-04,L
Z104,2025-03-05,M
Z104,2025-03-06,L
Z104,2025-03-07,H
Z104,2025-03-08,M
Z104,2025-03-09,H
Z104,2025-03-10,H
Z104,2025-03-11,L
Z104,2025-03-12,L
Z104,2025-03-13,M
Z104,2025-03-14,L
Z104,2025-03-15,M
Z104,2025-03-16,L
Z104,2025-03-17,H
Z104,2025-03-18,L
Z104,2025-03-19,L
Z104,2025-03-20,L
Z104,2025-03-21,M
Z104,2025-03-22,L
Z104,2025-03-23,L
Z104,2025-03-24,
Z104,2025-03-25,M
Z104,2025-03-26,H
Z104,2025-03-27,
Z104,2025-03-28,
Z104,2025-03-29,M
Z104,2025-03-30,M
Z104,2025-03-31,M
Z105,2025-01-01,H
Z105,2025-01-02,M
Z105,2025-01-03,M
Z105,2025-01-04,H
Z105,2025-01-05,L
Z105,2025-01-06,H
Z105,2025-01-07,M
Z105,2025-01-08,M
Z105,2025-01-09,M
Z105,2025-01-10,H
Z105,2025-01-11,M
Z105,2025-01-12,L
Z105,2025-01-13,L
Z105,2025-01-14,
Z105,2025-01-15,M
Z105,2025-01-16,L
Z105,2025-01-17,M
Z105,2025-01-18,M
Z105,2025-01-19,
Z105,2025-01-20,L
Z105,2025-01-21,L
Z105,2025-01-22,M
Z105,2025-01-23,M
Z105,2025-01-24,L
Z105,2025-01-25,M
Z105,2025-01-26,
Z105,2025-01-27,H
Z105,2025-01-28,L
Z105,2025-01-29,L
Z105,2025-01-30,H
Z105,2025-01-31,
Z105,2025-02-01,L
Z105,2025-02-02,L
Z105,2025-02-03,
Z105,2025-02-04,M
Z105,2025-02-05,L
Z105,2025-02-06,M
Z105,2025-02-07,L
Z105,2025-02-08,L
Z105,2025-02-09,M
Z105,2025-02-10,
Z105,2025-02-11,
Z105,2025-02-12,M
Z105,2025-02-13,M
Z105,2025-02-14,M
Z105,2025-02-15,L
Z105,2025-02-16,M
Z105,2025-02-17,L
Z105,2025-02-18,L
Z105,2025-02-19,H
Z105,2025-02-20,
Z105,2025-02-21,L
Z105,2025-02-22,L
Z105,2025-02-23,
Z105,2025-02-24,L
Z105,2025-02-25,L
Z105,2025-02-26,L
Z105,2025-02-27,L
Z105,2025-02-28,L
Z105,2025-03-01,M
Z105,2025-03-02,
Z105,2025-03-03,L
Z105,2025-03-04,L
Z105,2025-03-05,L
Z105,2025-03-06,M
Z105,2025-03-07,M
Z105,2025-03-08,M
Z105,2025-03-09,H
Z105,2025-03-10,M
Z105,2025-03-11,L
Z105,2025-03-12,L
Z105,2025-03-13,L
Z105,2025-03-14,M
Z105,2025-03-15,H
Z105,2025-03-16,M
Z105,2025-03-17,M
Z105,2025-03-18,M
Z105,2025-03-19,L
Z105,2025-03-20,L
Z105,2025-03-21,L
Z105,2025-03-22,M
Z105,2025-03-23,M
Z105,2025-03-24,M
Z105,2025-03-25,H
Z105,2025-03-26,
Z105,2025-03-27,M
Z105,2025-03-28,M
Z105,2025-03-29,L
Z105,2025-03-30,M
Z105,2025-03-31,L
Z106,2025-01-01,M
Z106,2025-01-02,M
Z106,2025-01-03,L
Z106,2025-01-04,L
Z106,2025-01-05,H
Z106,2025-01-06,M
Z106,2025-01-07,
Z106,2025-01-08,L
Z106,2025-01-09,M
Z106,2025-01-10,H
Z106,2025-01-11,H
Z106,2025-01-12,L
Z106,2025-01-13,M
Z106,2025-01-14,L
Z106,2025-01-15,L
Z106,2025-01-16,
Z106,2025-01-17,L
Z106,2025-01-18,
Z106,2025-01-19,
Z106,2025-01-20,L
Z106,2025-01-21,L
Z106,2025-01-22,L
Z106,2025-01-23,L
Z106,2025-01-24,L
Z106,2025-01-25,M
Z106,2025-01-26,M
Z106,2025-01-27,L
Z106,2025-01-28,M
Z106,2025-01-29,M
Z106,2025-01-30,L
Z106,2025-01-31,M
Z106,2025-02-01,L
Z106,2025-02-02,M
Z106,2025-02-03,H
Z106,2025-02-04,M
Z106,2025-02-05,L
Z106,2025-02-06,L
Z106,2025-02-07,M
Z106,2025-02-08,M
Z106,2025-02-09,M
Z106,2025-02-10,H
Z106,2025-02-11,H
Z106,2025-02-12,H
Z106,2025-02-13,L
Z106,2025-02-14,M
Z106,2025-02-15,M
Z106,2025-02-16,L
Z106,2025-02-17,M
Z106,2025-02-18,L
Z106,2025-02-19,M
Z106,2025-02-20,L
Z106,2025-02-21,L
Z106,2025-02-22,L
Z106,2025-02-23,M
Z106,2025-02-24,M
Z106,2025-02-25,M
Z106,2025-02-26,M
Z106,2025-02-27,M
Z106,2025-02-28,L
Z106,2025-03-01,L
Z106,2025-03-02,L
Z106,2025-03-03,L
Z106,2025-03-04,H
Z106,2025-03-05,L
Z106,2025-03-06,H
Z106,2025-03-07,L
Z106,2025-03-08,L
Z106,2025-03-09,H
Z106,2025-03-10,M
Z106,2025-03-11,M
Z106,2025-03-12,M
Z106,2025-03-13,L
Z106,2025-03-14,L
Z106,2025-03-15,H
Z106,2025-03-16,M
Z106,2025-03-17,M
Z106,2025-03-18,H
Z106,2025-03-19,H
Z106,2025-03-20,
Z106,2025-03-21,L
Z106,2025-03-22,L
Z106,2025-03-23,L
Z106,2025-03-24,L
Z106,2025-03-25,H
Z106,2025-03-26,L
Z106,2025-03-27,M
Z106,2025-03-28,
Z106,2025-03-29,M
Z106,2025-03-30,L
Z106,2025-03-31,L
Z107,2025-01-01,L
Z107,2025-01-02,L
Z107,2025-01-03,M
Z107,2025-01-04,H
Z107,2025-01-05,M
Z107,2025-01-06,L
Z107,2025-01-07,L
Z107,2025-01-08,H
Z107,2025-01-09,
Z107,2025-01-10,M
Z107,2025-01-11,L
Z107,2025-01-12,L
Z107,2025-01-13,M
Z107,2025-01-14,
Z107,2025-01-15,
Z107,2025-01-16,L
Z107,2025-01-17,L
Z107,2025-01-18,M
Z107,2025-01-19,L
Z107,2025-01-20,H
Z107,2025-01-21,L
Z107,2025-01-22,M
Z107,2025-01-23,H
Z107,2025-01-24,M
Z107,2025-01-25,H
Z107,2025-01-26,L
Z107,2025-01-27,L
Z107,2025-01-28,L
Z107,2025-01-29,M
Z107,2025-01-30,H
Z107,2025-01-31,M
Z107,2025-02-01,H
Z107,2025-02-02,L
Z107,2025-02-03,M
Z107,2025-02-04,L
Z107,2025-02-05,L
Z107,2025-02-06,L
Z107,2025-02-07,H
Z107,2025-02-08,L
Z107,2025-02-09,L
Z107,2025-02-10,M
Z107,2025-02-11,L
Z107,2025-02-12,M
Z107,2025-02-13,L
Z107,2025-02-14,M
Z107,2025-02-15,L
Z107,2025-02-16,M
Z107,2025-02-17,H
Z107,2025-02-18,H
Z107,2025-02-19,L
Z107,2025-02-20,L
Z107,2025-02-21,M
Z107,2025-02-22,L
Z107,2025-02-23,H
Z107,2025-02-24,L
Z107,2025-02-25,M
Z107,2025-02-26,M
Z107,2025-02-27,L
Z107,2025-02-28,L
Z107,2025-03-01,M
Z107,2025-03-02,M
Z107,2025-03-03,H
Z107,2025-03-04,H
Z107,2025-03-05,M
Z107,2025-03-06,L
Z107,2025-03-07,H
Z107,2025-03-08,M
Z107,2025-03-09,L
Z107,2025-03-10,M
Z107,2025-03-11,L
Z107,2025-03-12,L
Z107,2025-03-13,L
Z107,2025-03-14,L
Z107,2025-03-15,L
Z107,2025-03-16,L
Z107,2025-03-17,M
Z107,2025-03-18,M
Z107,2025-03-19,L
Z107,2025-03-20,
Z107,2025-03-21,L
Z107,2025-03-22,L
Z107,2025-03-23,L
Z107,2025-03-24,L
Z107,2025-03-25,L
Z107,2025-03-26,L
Z107,2025-03-27,M
Z107,2025-03-28,M
Z107,2025-03-29,M
Z107,2025-03-30,L
Z107,2025-03-31,M
Z108,2025-01-01,L
Z108,2025-01-02,L
Z108,2025-01-03,L
Z108,2025-01-04,L
Z108,2025-01-05,L
Z108,2025-01-06,H
Z108,2025-01-07,M
Z108,2025-01-08,L
Z108,2025-01-09,M
Z108,2025-01-10,H
Z108,2025-01-11,L
Z108,2025-01-12,H
Z108,2025-01-13,H
Z108,2025-01-14,M
Z108,2025-01-15,L
Z108,2025-01-16,L
Z108,2025-01-17,M
Z108,2025-01-18,H
Z108,2025-01-19,L
Z108,2025-01-20,L
Z108,2025-01-21,L
Z108,2025-01-22,M
Z108,2025-01-23,L
Z108,2025-01-24,L
Z108,2025-01-25,H
Z108,2025-01-26,M
Z108,2025-01-27,M
Z108,2025-01-28,H
Z108,2025-01-29,H
Z108,2025-01-30,M
Z108,2025-01-31,L
Z108,2025-02-01,H
Z108,2025-02-02,L
Z108,2025-02-03,M
Z108,2025-02-04,L
Z108,2025-02-05,H
Z108,2025-02-06,M
Z108,2025-02-07,L
Z108,2025-02-08,L
Z108,2025-02-09,H
Z108,2025-02-10,M
Z108,2025-02-11,L
Z108,2025-02-12,M
Z108,2025-02-13,L
Z108,2025-02-14,M
Z108,2025-02-15,L
Z108,2025-02-16,M
Z108,2025-02-17,M
Z108,2025-02-18,L
Z108,2025-02-19,H
Z108,2025-02-20,M
Z108,2025-02-21,L
Z108,2025-02-22,L
Z108,2025-02-23,H
Z108,2025-02-24,M
Z108,2025-02-25,L
Z108,2025-02-26,L
Z108,2025-02-27,M
Z108,2025-02-28,L
Z108,2025-03-01,L
Z108,2025-03-02,M
Z108,2025-03-03,H
Z108,2025-03-04,H
Z108,2025-03-05,M
Z108,2025-03-06,M
Z108,2025-03-07,M
Z108,2025-03-08,M
Z108,2025-03-09,H
Z108,2025-03-10,M
Z108,2025-03-11,H
Z108,2025-03-12,L
Z108,2025-03-13,H
Z108,2025-03-14,L
Z108,2025-03-15,H
Z108,2025-03-16,L
Z108,2025-03-17,L
Z108,2025-03-18,M
Z108,2025-03-19,
Z108,2025-03-20,M
Z108,2025-03-21,M
Z108,2025-03-22,L
Z108,2025-03-23,H
Z108,2025-03-24,H
Z108,2025-03-25,M
Z108,2025-03-26,
Z108,2025-03-27,H
Z108,2025-03-28,H
Z108,2025-03-29,H
Z108,2025-03-30,L
Z108,2025-03-31,L
Z109,2025-01-01,L
Z109,2025-01-02,H
Z109,2025-01-03,L
Z109,2025-01-04,H
Z109,2025-01-05,M
Z109,2025-01-06,M
Z109,2025-01-07,M
Z109,2025-01-08,M
Z109,2025-01-09,L
Z109,2025-01-10,M
Z109,2025-01-11,M
Z109,2025-01-12,L
Z109,2025-01-13,H
Z109,2025-01-14,L
Z109,2025-01-15,M
Z109,2025-01-16,M
Z109,2025-01-17,L
Z109,2025-01-18,H
Z109,2025-01-19,
Z109,2025-01-20,M
Z109,2025-01-21,M
Z109,2025-01-22,
Z109,2025-01-23,H
Z109,2025-01-24,L
Z109,2025-01-25,M
Z109,2025-01-26,L
Z109,2025-01-27,H
Z109,2025-01-28,H
Z109,2025-01-29,L
Z109,2025-01-30,M
Z109,2025-01-31,M
Z109,2025-02-01,M
Z109,2025-02-02,M
Z109,2025-02-03,L
Z109,2025-02-04,H
Z109,2025-02-05,L
Z109,2025-02-06,
Z109,2025-02-07,L
Z109,2025-02-08,H
Z109,2025-02-09,L
Z109,2025-02-10,M
Z109,2025-02-11,L
Z109,2025-02-12,M
Z109,2025-02-13,L
Z109,2025-02-14,L
Z109,2025-02-15,H
